Org ID, Org Name, Address, Website, Ranking, Total Revenue, Category,URL in Charitynavigator
9257,American Cinematheque, 6712 Hollywood Boulevard,http://www.americancinemathequecalendar.com/,2 stars,"$2,251,670 ",Arts Culture Humanities : Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9257
11704,American Civil Liberties Union of New Jersey Foundation, PO Box 32159,http://aclu-nj.org,2 stars,"$810,439 ",Public Benefit : Advocacy and Civil Rights,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11704
5021,American Committee for Shaare Zedek Medical Center In Jerusalem, 55 West 39th Street,http://www.acsz.org,2 stars,"$16,326,316 ",International : Foreign Charity Support Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5021
9255,American Composers Forum, 522 Landmark Center,http://composersforum.org/,2 stars,"$1,804,862 ",Arts Culture Humanities : Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9255
3248,The American Congress of Obstetricians and Gynecologists, 409 Twelfth Street SW,http://www.acog.org,2 stars,"$30,976,204 ",Health : Treatment and Prevention Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3248
8177,American Council on Science and Health, 1995 Broadway,http://www.acsh.org/,2 stars,"$1,457,379 ",Public Benefit : Research and Public Policy Institutions,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8177
14947,American Dance Institute, 1570 East Jefferson Street,http://www.americandance.org/,2 stars,"$9,265,905 ",Arts Culture Humanities : Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14947
3251,American Diabetes Association, 1701 North Beauregard Street,,2 stars,"$224,984,000 ",Health : Diseases Disorders and Disciplines,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3251
5477,American Forests, 1220 L Street NW,http://www.americanforests.org,2 stars,"$3,913,595 ",Environment : Environmental Protection and Conservation,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5477
8547,American Foundation for Disabled Children, 84 New Dorp Plaza,http://www.amfdc.org/,2 stars,"$3,543,335 ",Human Services : Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8547
3255,American Foundation for the Blind, 2 Penn Plaza,http://www.afb.org,2 stars,"$7,801,640 ",Human Services : Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3255
3339,American Friends of Bar-Ilan University, 160 East 56th Street,http://www.afbiu.org,2 stars,"$315,332,614 ",Education : Universities Graduate Schools and Technological Institutes,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3339
9460,American Friends of IDC, 116 East 16th Street,http://afidc.org/,2 stars,"$5,263,379 ",International : Foreign Charity Support Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9460
12796,American Friends of Meir Panim, 5316 New Utrecht Avenue,http://www.meirpanim.org,2 stars,"$3,089,455 ",International : Foreign Charity Support Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12796
10147,American Friends of Migdal Ohr, 1560 Broadway,http://migdalohrusa.org,2 stars,"$2,810,831 ",International : Foreign Charity Support Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10147
6101,American Friends of Museums in Israel, 36 West 44th Street,http://www.museumsinisrael.org,2 stars,"$3,310,714 ",International : Foreign Charity Support Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6101
3258,American Friends of the Israel Democracy Institute, 1266 West Paces Ferry Road,http://www.idi.org.il/sites/english/AFIDI/Pages/AFIDILobby.aspx,2 stars,"$8,187,788 ",International : Foreign Charity Support Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3258
5131,American Friends of the Israel Museum, 500 Fifth Avenue,http://www.afimnyc.org/,2 stars,"$34,137,504 ",International : Foreign Charity Support Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5131
9377,American Friends of the Yitzhak Rabin Center for the Study of Israel, 36-12 34th Avenue,http://www.friendsofrabin.org,2 stars,"$1,786,537 ",International : Foreign Charity Support Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9377
5473,American Friends of Yeshivot Bnei Akiva, 11 Broadway,http://www.afyba.org/,2 stars,"$1,260,548 ",International : Foreign Charity Support Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5473
10990,American Hiking Society, 1422 Fenwick Lane,http://www.americanhiking.org/,2 stars,"$1,114,345 ",Environment : Botanical Gardens Parks and Nature Centers,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10990
3262,American Humane Association, 1400 16th St. N.W.,http://www.americanhumane.org,2 stars,"$12,756,372 ",Animals : Animal Rights Welfare and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3262
10951,The American Indian Science and Engineering Society, 2305 Renard SE,,2 stars,"$2,312,172 ",Human Services : Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10951
12005,American Institute for Economic Research, 250 Division Street,http://www.aier.org/,2 stars,"$1,518,501 ",Public Benefit : Research and Public Policy Institutions,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12005
8191,American Jewish Historical Society, 15 West Sixteenth Street,http://www.ajhs.org,2 stars,"$1,944,783 ",Arts Culture Humanities : Libraries Historical Societies and Landmark Preservation,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8191
3273,American Life League, P.O. Box 1350,http://www.all.org,2 stars,"$5,022,739 ",Public Benefit : Advocacy and Civil Rights,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3273
6145,American Liver Foundation, 39 Broadway,http://www.liverfoundation.org,2 stars,"$7,745,144 ",Health : Diseases Disorders and Disciplines,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6145
3274,American Lung Association National Headquarters, 55 West Wacker Drive,http://www.lungusa.org,2 stars,"$42,808,235 ",Health : Diseases Disorders and Disciplines,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3274
8072,American Printing House For The Blind, 1839 Frankfort Avenue,http://www.aph.org/,2 stars,"$18,836,267 ",Human Services : Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8072
8439,American Skin Association, 6 East 43rd Street,http://www.americanskin.org/,2 stars,"$1,144,899 ",Health : Diseases Disorders and Disciplines,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8439
6863,American Society for the Defense of Tradition Family and Property, P.O. Box 787,http://www.tfp.org,2 stars,"$8,530,115 ",Religion : Religious Activities,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6863
13501,American Society of Transplantation, 15000 Commerce Parkway,http://www.myast.org/,2 stars,"$4,465,515 ",Health : Treatment and Prevention Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13501
8905,American Textile History Museum, 491 Dutton Street,http://www.athm.org,2 stars,"$1,297,088 ",Arts Culture Humanities : Museums,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8905
7914,American Tinnitus Association, 522 SW 5th Ave,,2 stars,"$1,092,575 ",Health : Diseases Disorders and Disciplines,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7914
11039,America's Keswick, 601 Route 530,http://www.americaskeswick.org,2 stars,"$4,005,390 ",Human Services : Homeless Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11039
3294,Amnesty International USA, Five Penn Plaza,http://www.amnestyusa.org/,2 stars,"$38,757,103 ",International : International Peace Security and Affairs,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3294
13938,An Achievable Dream Middle & High School, 5720 Marshall Avenue,http://achievabledream.nn.k12.va.us/,2 stars,"$1,430,082 ",Education : Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13938
13753,Anderson Ranch Arts Center, 5263 Owl Creek Road,,2 stars,"$3,935,706 ",Arts Culture Humanities : Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13753
15279,Angus Foundation, 3201 Frederick Avenue,http://www.angusfoundation.org/fdn/index.html,2 stars,"$2,296,497 ",Education : Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15279
14166,Animal Friends Humane Society, 1820 Princeton Road,,2 stars,"$1,525,540 ",Animals : Animal Rights Welfare and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14166
5328,Animal Humane Society, 845 Meadow Lane N,http://www.animalhumanesociety.org/,2 stars,"$12,747,735 ",Animals : Animal Rights Welfare and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5328
6189,Animal Protective Association of Missouri, 1705 South Hanley Road,http://www.apamo.org,2 stars,"$1,824,140 ",Animals : Animal Rights Welfare and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6189
10657,Anti-Defamation League, 605 Third Avenue,,2 stars,"$59,783,611 ",Public Benefit : Advocacy and Civil Rights,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10657
5471,Appeal of Conscience Foundation, 119 West 57th Street,http://www.appealofconscience.org/,2 stars,"$937,281 ",International : International Peace Security and Affairs,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5471
8669,Appleseed, 727 Fifteenth Street NW,http://www.appleseednetwork.org,2 stars,"$1,407,103 ",Public Benefit : Advocacy and Civil Rights,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8669
9740,Ara Parseghian Medical Research Foundation, 3530 E. Camp Abierto,http://www.parseghian.org/,2 stars,"$922,997 ",Public Benefit : Fundraising Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9740
7388,Arboretum Foundation, 2300 Arboretum Drive East,http://www.arboretumfoundation.org/,2 stars,"$849,571 ",Public Benefit : Fundraising Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7388
9896,Arby's Foundation, 1155 Perimeter Center West,http://www.arbysfoundation.org/,2 stars,"$5,062,675 ",Public Benefit : Fundraising Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9896
9438,Arizona Opera, 1636 North Central Avenue,http://www.azopera.org/,2 stars,"$5,567,748 ",Arts Culture Humanities : Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9438
9737,Arizona Women's Education & Employment, 640 North First Avenue,http://www.awee.org/,2 stars,"$2,678,279 ",Human Services : Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9737
13779,Arkansas Repertory Theatre Company, 601 Main Street,http://www.therep.org,2 stars,"$3,373,612 ",Arts Culture Humanities : Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13779
8371,Arkansas Symphony Orchestra, P.O. Box 7328,http://www.arkansassymphony.org/,2 stars,"$2,692,500 ",Arts Culture Humanities : Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8371
3312,Arthritis Foundation National Office, 1330 West Peachtree Street,,2 stars,"$46,196,400 ",Health : Diseases Disorders and Disciplines,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3312
14245,The Arts Council of Greater Baton Rouge, 427 Laurel Street,http://www.artsbr.org/,2 stars,"$1,890,308 ",Arts Culture Humanities : Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14245
9597,Arts Partnership of Greater Spartanburg, 200 East St. John Street,http://www.chapmanculturalcenter.org/arts-partnership-overview.php,2 stars,"$2,046,840 ",Public Benefit : Fundraising Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9597
14235,ArtsBuild, 406 Frazier Avenue,http://www.alliedartschattanooga.org/,2 stars,"$2,530,438 ",Public Benefit : Fundraising Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14235
7630,Asha for Education, P.O. Box 322,http://www.ashanet.org,2 stars,"$3,740,486 ",International : Development and Relief Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7630
11109,Asheville Area Habitat for Humanity, 33 Meadow Road,http://www.ashevillehabitat.org,2 stars,"$4,006,945 ",Public Benefit : Community and Housing Development,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11109
3316,Asia Society, 725 Park Avenue,http://www.asiasociety.org,2 stars,"$24,331,594 ",International : International Peace Security and Affairs,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3316
9845,Associated Services for the Blind and Visually Impaired, 919 Walnut Street,http://www.asb.org,2 stars,"$15,854,319 ",Human Services : Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9845
13793,Association of Reproductive Health Professionals, 1901 L Street NW,http://www.arhp.org/,2 stars,"$2,199,405 ",Health : Treatment and Prevention Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13793
8249,Association on American Indian Affairs, 966 Hungerford Drive,http://www.indian-affairs.org/,2 stars,"$653,899 ",Human Services : Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8249
8686,Atlanta Girls' School, 3254 Northside Parkway NW,http://www.atlantagirlsschool.org,2 stars,"$5,492,369 ",Education : Private Elementary and Secondary Schools,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8686
9247,Atlantic City Rescue Mission, 2009 Bacharach Boulevard,,2 stars,"$4,907,797 ",Human Services : Homeless Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9247
13175,Attention Homes, 1443 Spruce Street,http://www.attentionhomes.org,2 stars,"$1,064,079 ",Human Services : Youth Development Shelter and Crisis Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13175
4891,Audubon Society of Rhode Island, 12 Sanderson Road,http://www.asri.org,2 stars,"$2,085,058 ",Environment : Environmental Protection and Conservation,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4891
8321,Autism Society of America, 4340 East West Highway,http://www.autism-society.org,2 stars,"$2,836,492 ",Health : Diseases Disorders and Disciplines,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8321
14091,Ave Maria Radio, P.O. Box 504,http://avemariaradio.net/,2 stars,"$1,823,807 ",Religion : Religious Media and Broadcasting,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14091
14061,The Avon Foundation, 777 Third Avenue,http://www.avonfoundation.org,2 stars,"$47,586,857 ",Public Benefit : Fundraising Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14061
8345,The Ayn Rand Institute, 2121 Alton Parkway,http://ari.aynrand.org/,2 stars,"$10,429,821 ",Public Benefit : Research and Public Policy Institutions,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8345
10933,Backstreet Missions, 215 Westplex Park,,2 stars,"$719,899 ",Human Services : Homeless Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10933
14833,Ballard Food Bank, 5130 Leary Avenue NW,,2 stars,"$2,993,277 ",Human Services : Food Banks Food Pantries and Food Distribution,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14833
8939,Ballet Hispanico, 167 West 89th Street,http://www.ballethispanico.org,2 stars,"$7,466,441 ",Arts Culture Humanities : Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8939
10654,Ballet San Jose, 40 North First Street,,2 stars,"$4,409,798 ",Arts Culture Humanities : Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10654
11183,Baltimore Clayworks, 5707 Smith Avenue,http://baltimoreclayworks.org,2 stars,"$1,075,172 ",Education : Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11183
13410,Bang on a Can, 80 Hanson Place,http://bangonacan.org/,2 stars,"$1,964,932 ",Arts Culture Humanities : Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13410
10965,Bangor Humane Society, 693 Mount Hope Avenue,http://www.bangorhumane.org,2 stars,"$905,298 ",Animals : Animal Rights Welfare and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10965
12170,Baptist Haiti Mission, 118 Courtland,http://www.bhm.org,2 stars,"$1,935,577 ",Religion : Religious Activities,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12170
3340,Barbara Ann Karmanos Cancer Institute, 4100 John R,http://www.karmanos.org,2 stars,"$26,170,846 ",Health : Diseases Disorders and Disciplines,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3340
9121,Bay Area Rescue Mission, 2114 Macdonald Avenue,http://www.bayarearescue.org/,2 stars,"$10,137,797 ",Human Services : Homeless Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9121
6432,The Bay Institute of San Francisco, The Embarcadero at Beach Street,http://www.bay.org/,2 stars,"$982,393 ",Environment : Environmental Protection and Conservation,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6432
7526,Belmont Hill School, 350 Prospect Street,http://www.belmont-hill.org,2 stars,"$32,398,774 ",Education : Private Elementary and Secondary Schools,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7526
14035,Bemis Center for Contemporary Arts, 724 South 12th Street,http://www.bemiscenter.org,2 stars,"$1,741,425 ",Arts Culture Humanities : Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14035
6612,Bend the Arc: A Jewish Partnership for Justice, 330 Seventh Avenue,http://www.bendthearc.us,2 stars,"$4,391,162 ",Public Benefit : Fundraising Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6612
14709,Berkeley Symphony Orchestra, 1942 University Avenue,http://www.berkeleysymphony.org/,2 stars,"$1,160,218 ",Arts Culture Humanities : Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14709
9119,Berkeley-East Bay Humane Society, 2700 Ninth Street,http://www.berkeleyhumane.org/,2 stars,"$1,621,600 ",Animals : Animal Rights Welfare and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9119
10758,BETA Center, 4680 Lake Underhill Road,http://www.betacenter.org/,2 stars,"$1,298,225 ",Human Services : Children's and Family Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10758
5546,Better World Fund, 1800 Massachusetts Avenue NW,,2 stars,"$8,578,665 ",International : International Peace Security and Affairs,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5546
3881,Biblica, 1820 Jet Stream Drive,,2 stars,"$13,297,943 ",Religion : Religious Media and Broadcasting,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3881
11886,Bicycle Transportation Alliance, 618 Northwest Glisan Street,http://www.btaoregon.org,2 stars,"$1,117,625 ",Environment : Environmental Protection and Conservation,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11886
3365,Bideawee, 410 East 38th Street,http://www.bideawee.org,2 stars,"$8,865,190 ",Animals : Animal Rights Welfare and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3365
11316,Big Brothers Big Sisters Columbia Northwest, 1827 NE 44th Avenue,http://www.bbbsnorthwest.org/,2 stars,"$2,288,952 ",Human Services : Youth Development Shelter and Crisis Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11316
10896,Big Brothers Big Sisters Lone Star, 450 E John Carpenter Freeway,,2 stars,"$11,913,247 ",Human Services : Youth Development Shelter and Crisis Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10896
13119,Big Brothers Big Sisters of Broward County, 4101 Ravenswood Road,http://www.bbbsbroward.org/,2 stars,"$992,358 ",Human Services : Youth Development Shelter and Crisis Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13119
12456,Big Brothers Big Sisters of Greater Chesapeake, 3600 Clipper Mill Road,http://www.biglittle.org,2 stars,"$2,210,097 ",Human Services : Youth Development Shelter and Crisis Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12456
